"ms1","p","temp","alt","ms2","gX","gY","gZ","X","Y","Z","mX","mY","mZ"
16783,912.48,21.9,874.94,16789,9,28,45,2835,1377,-15532,196,1310,-15532
16834,912.47,22,875.03,16840,18,-18,48,3021,-415,-15298,196,1310,-15298
16885,912.45,22,875.21,16893,27,24,59,3692,811,-14739,304,1290,-14739
16936,912.44,22,875.3,16945,46,60,93,3702,711,-16792,304,1290,-16792
16988,912.46,22,875.12,16996,7,61,44,3992,436,-14099,304,1290,-14099
17043,912.45,22,875.21,17049,67,82,52,3526,23,-16488,339,984,-16488
17094,912.4,22,875.67,17100,3,16,5,6694,3907,-16458,339,984,-16458
17143,912.43,22,875.39,17152,-26,-40,-8,2762,3313,-15764,339,984,-15764
17197,912.45,22,875.21,17203,-31,147,39,4573,4342,-13376,339,984,-13376
17248,912.41,22,875.58,17258,49,-15,48,3108,3346,-11922,477,640,-11922
17303,912.42,22,875.48,17309,20,2,13,4308,4151,-14912,477,640,-14912
17354,912.45,22,875.21,17360,11,46,5,5737,5096,-13997,477,640,-13997
17405,912.43,22,875.39,17412,3,33,24,5882,5450,-14596,415,507,-14596
17455,912.42,22,875.48,17463,8,21,12,5141,5574,-13865,415,507,-13865
17506,912.44,22,875.3,17518,6,15,9,5129,6189,-14228,415,507,-14228
17561,912.46,22,875.12,17569,8,36,18,6031,7243,-12810,398,333,-12810
17612,912.43,22,875.39,17620,22,77,34,5308,7526,-13683,398,333,-13683
17664,912.42,22,875.48,17672,17,33,0,6058,7252,-11494,398,333,-11494
17715,912.43,22,875.39,17723,24,42,25,7267,8446,-11963,272,0,-11963
17770,912.48,22,874.94,17778,-4,-23,-12,6063,7838,-12481,272,0,-12481
17821,912.48,22,874.94,17829,5,15,8,6634,8371,-12546,272,0,-12546
17872,912.42,22,875.48,17881,6,7,19,7201,8302,-11887,227,-65,-11887
17924,912.41,22,875.58,17932,13,32,32,7548,8579,-12150,227,-65,-12150
17975,912.41,22,875.58,17983,-1,25,25,7946,8618,-11004,227,-65,-11004
18030,912.36,22,876.03,18036,20,86,78,7895,9028,-11108,161,-230,-11108
18081,912.43,22,875.39,18087,11,42,97,9627,9091,-10680,161,-230,-10680
18132,912.39,22,875.76,18139,18,9,93,8325,6496,-10445,161,-230,-10445
18184,912.41,22,875.58,18190,-36,17,76,8957,7704,-11169,132,-274,-11169
18235,912.4,22,875.67,18243,1,1,24,10885,7310,-9950,132,-274,-9950
18288,912.39,22,875.76,18296,-22,-9,21,10494,7492,-10960,132,-274,-10960
18339,912.44,22,875.3,18348,1,-3,15,9309,6148,-10487,211,-232,-10487
18391,912.39,22,875.76,18399,35,31,24,10515,6565,-10922,211,-232,-10922
18444,912.47,22,875.03,18450,33,26,13,10839,6978,-10525,211,-232,-10525
18495,912.46,22,875.12,18501,5,16,-7,11050,6340,-8478,45,-354,-8478
18548,912.46,22,875.12,18556,14,52,32,12218,7486,-8914,45,-354,-8914
18599,912.43,22,875.39,18608,15,21,23,11332,7076,-9210,45,-354,-9210
18651,912.46,22.1,875.12,18659,0,1,-4,11396,6985,-8918,45,-354,-8918
18702,912.46,22,875.12,18710,1,4,11,11611,6797,-9080,-59,-493,-9080
18753,912.45,22,875.21,18761,-11,0,-17,11249,6987,-8976,-59,-493,-8976
18808,912.43,22,875.39,18817,-5,0,-14,11912,7881,-9619,-59,-493,-9619
18860,912.44,22.1,875.3,18868,-16,0,-5,11733,7594,-8703,-49,-543,-8703
18911,912.45,22.1,875.21,18919,-12,6,3,11938,7635,-8747,-49,-543,-8747
18962,912.41,22,875.58,18970,2,13,25,11733,7459,-8647,-49,-543,-8647
19013,912.42,22.1,875.48,19023,0,14,31,11664,7438,-9011,-5,-563,-9011
19068,912.44,22.1,875.3,19075,0,7,14,11682,6885,-8400,-5,-563,-8400
19120,912.39,22.1,875.76,19126,0,2,4,11626,7209,-9063,-5,-563,-9063
19169,912.42,22.1,875.48,19177,0,-9,-16,11161,6780,-8929,-36,-522,-8929
19222,912.42,22.1,875.48,19228,-3,-8,0,11151,6602,-7245,-36,-522,-7245
19273,912.43,22.1,875.39,19283,5,-8,7,11365,6647,-9029,-36,-522,-9029
19326,912.35,22.1,876.12,19335,10,-1,2,11191,6975,-9244,-16,-385,-9244
19378,912.43,22.1,875.39,19386,-10,-8,3,11198,6459,-9296,-16,-385,-9296
19429,912.43,22.1,875.39,19437,11,7,9,11369,7215,-9261,-16,-385,-9261
19480,912.4,22.1,875.67,19488,8,-17,-17,11834,7057,-9386,39,-421,-9386
19535,912.47,22.1,875.03,19544,6,-25,-34,11416,6847,-9139,39,-421,-9139
19587,912.4,22.1,875.67,19595,0,-13,-30,11494,6512,-9257,39,-421,-9257
19638,912.45,22.1,875.21,19646,-4,-28,-41,11157,6849,-9615,59,-373,-9615
19689,912.41,22.1,875.58,19697,-14,-20,-29,10846,7487,-9534,59,-373,-9534
19740,912.43,22.1,875.39,19748,-12,-15,-39,10922,7965,-10184,59,-373,-10184
19795,912.45,22.1,875.21,19804,-35,-21,-39,9369,6962,-10193,163,-310,-10193
19847,912.46,22.1,875.12,19855,-35,-54,-46,9230,8494,-10115,163,-310,-10115
19898,912.45,22.1,875.21,19906,-6,6,-7,9232,7052,-10301,163,-310,-10301
19949,912.41,22.1,875.58,19957,5,-25,-12,8181,8486,-11757,304,-193,-11757
20002,912.46,22.1,875.12,20008,12,-26,-21,7929,7361,-11995,304,-193,-11995
20056,912.44,22.1,875.3,20064,17,-35,-23,8823,6271,-10335,304,-193,-10335
20107,912.44,22.1,875.3,20115,40,-1,-3,10373,7953,-11681,304,-193,-11681
20160,912.4,22.1,875.67,20166,-29,-58,-42,9399,7624,-11594,162,-32,-11594
20211,912.43,22.1,875.39,20217,4,-51,2,9229,6507,-11520,162,-32,-11520
20262,912.36,22.1,876.03,20273,16,-103,-18,9871,7735,-12026,162,-32,-12026
20316,912.43,22.1,875.39,20324,1,-31,-67,8951,4041,-12756,192,455,-12756
20369,912.43,22.1,875.39,20375,-45,-16,-37,7256,3060,-12666,192,455,-12666
20420,912.47,22.1,875.03,20428,-42,-76,-5,8760,4889,-14435,192,455,-14435
20471,912.45,22.1,875.21,20480,-43,-36,3,7134,3653,-14105,339,720,-14105
20523,912.42,22.1,875.48,20533,-60,-31,-9,4369,2410,-14706,339,720,-14706
20578,912.4,22.1,875.67,20584,-10,5,-13,5218,3188,-14236,339,720,-14236
20629,912.42,22.2,875.48,20637,-13,-11,-19,4905,2880,-14754,580,835,-14754
20680,912.42,22.1,875.48,20688,5,1,-21,5297,3361,-14426,580,835,-14426
20731,912.39,22.1,875.76,20740,7,-3,-1,5658,2765,-15018,580,835,-15018
20787,912.37,22.1,875.94,20793,28,31,-21,4834,2820,-16225,513,797,-16225
20838,912.4,22.2,875.67,20844,10,18,-33,7420,6217,-12168,513,797,-12168
20889,912.42,22.2,875.48,20897,9,31,-6,6174,5066,-14669,513,797,-14669
20940,912.35,22.1,876.12,20948,-5,71,-10,5014,5618,-13309,427,521,-13309
20992,912.43,22.2,875.39,21000,1,43,25,5830,6202,-12698,427,521,-12698
21047,912.43,22.2,875.39,21053,-6,9,20,6653,5831,-14833,427,521,-14833
21098,912.41,22.2,875.58,21104,10,-20,6,6732,5925,-12873,438,381,-12873
21149,912.39,22.2,875.76,21155,30,-12,37,6752,5984,-13277,438,381,-13277
21200,912.45,22.2,875.21,21209,31,-1,26,7769,4834,-13026,438,381,-13026
21252,912.45,22.2,875.21,21260,-12,5,1,6873,5291,-14749,370,454,-14749
21307,912.41,22.2,875.58,21313,-11,-3,-18,6825,5168,-13909,370,454,-13909
21358,912.41,22.2,875.58,21364,-12,-20,-19,6618,4632,-11612,370,454,-11612
21409,912.43,22.2,875.39,21417,7,-33,18,7636,5522,-13561,415,559,-13561
21460,912.38,22.2,875.85,21469,-10,-23,-29,6146,2953,-15339,415,559,-15339
21512,912.36,22.2,876.03,21522,16,-27,-19,6817,4748,-13650,415,559,-13650
21567,912.39,22.2,875.76,21575,14,12,-27,6983,3984,-14500,328,629,-14500
21618,912.37,22.2,875.94,21626,41,40,-15,6709,4933,-13299,328,629,-13299
21669,912.4,22.2,875.67,21678,31,44,-2,7393,5278,-13448,328,629,-13448
21721,912.43,22.2,875.39,21729,18,15,-3,7429,5695,-12131,328,629,-12131
21772,912.4,22.2,875.67,21784,-6,14,5,8128,6015,-13370,105,394,-13370
21827,912.41,22.2,875.58,21835,-26,23,21,7454,6070,-12852,105,394,-12852
21878,912.41,22.2,875.58,21886,0,-4,22,7071,6090,-12833,105,394,-12833
21929,912.41,22.2,875.58,21938,-18,-3,5,8117,6329,-13501,160,324,-13501
21981,912.41,22.2,875.58,21989,8,36,20,7473,6099,-12570,160,324,-12570
22036,912.38,22.2,875.85,22042,-31,-5,-1,7842,6402,-13585,160,324,-13585
22087,912.39,22.2,875.76,22093,-31,11,9,6887,6588,-13157,252,381,-13157
22138,912.39,22.2,875.76,22147,-47,5,-5,5809,6571,-12673,252,381,-12673
22190,912.42,22.2,875.48,22198,-45,4,-7,5885,5647,-11245,252,381,-11245
22241,912.4,22.2,875.67,22249,-7,30,23,6542,7392,-13006,537,276,-13006
22296,912.4,22.2,875.67,22302,-11,-2,13,5888,5435,-11558,537,276,-11558
22347,912.38,22.2,875.85,22353,8,45,47,5404,6450,-13427,537,276,-13427
22398,912.41,22.2,875.58,22405,0,-1,10,6139,6595,-12482,561,186,-12482
22450,912.38,22.2,875.85,22456,-29,10,-7,6016,7144,-13338,561,186,-13338
22501,912.4,22.2,875.67,22509,-4,8,0,4995,7142,-13883,561,186,-13883
22554,912.37,22.2,875.94,22562,-1,-6,2,5992,6145,-11528,632,189,-11528
22605,912.41,22.2,875.58,22614,-1,3,3,5661,5940,-12169,632,189,-12169
22657,912.38,22.2,875.85,22665,4,-8,-4,5586,7691,-13858,632,189,-13858
22708,912.38,22.2,875.85,22716,-3,-2,-2,5418,6912,-12663,624,228,-12663
22759,912.37,22.2,875.94,22767,3,0,-1,5312,6787,-13275,624,228,-13275
22814,912.45,22.2,875.21,22822,-2,10,33,5795,7039,-12893,624,228,-12893
22865,912.43,22.2,875.39,22874,17,6,-1,6960,8357,-13813,592,212,-13813
22917,912.43,22.2,875.39,22925,18,17,12,5722,6506,-12469,592,212,-12469
22968,912.47,22.2,875.03,22976,30,26,12,6432,6865,-12479,592,212,-12479
23019,912.43,22.2,875.39,23031,26,31,31,6568,7460,-12877,592,47,-12877
23074,912.38,22.2,875.85,23083,18,35,16,8336,7372,-10118,422,47,-10118
23126,912.38,22.3,875.85,23134,7,29,31,7118,8092,-12057,422,47,-12057
23177,912.37,22.3,875.94,23185,8,26,23,7860,8266,-11696,422,47,-11696
23228,912.4,22.3,875.67,23236,27,32,57,10039,10473,-13451,343,-186,-13451
23279,912.33,22.3,876.3,23289,4,19,36,9854,8047,-10916,343,-186,-10916
23334,912.44,22.3,875.3,23341,-1,12,19,9689,8101,-11163,343,-186,-11163
23386,912.36,22.3,876.03,23392,-5,-10,21,9123,8392,-11125,244,-285,-11125
23437,912.41,22.3,875.58,23445,-1,-4,24,9146,7378,-10830,244,-285,-10830
23488,912.39,22.3,875.76,23496,-2,-11,2,9582,7377,-10830,244,-285,-10830
23543,912.38,22.3,875.85,23549,-3,-5,-6,8897,8124,-11693,278,-220,-11693
23595,912.43,22.3,875.39,23601,14,-20,22,8080,5988,-10946,278,-220,-10946
23646,912.45,22.3,875.21,23652,-13,-25,-20,8880,7064,-11340,278,-220,-11340
23697,912.44,22.3,875.3,23705,16,-18,-10,9067,5400,-10082,282,-138,-10082
23748,912.43,22.3,875.39,23756,2,-29,0,9342,7036,-11885,282,-138,-11885
23803,912.43,22.3,875.39,23810,-14,-48,-4,10303,6111,-11503,282,-138,-11503
23855,912.43,22.3,875.39,23863,50,33,71,9970,6293,-12250,236,54,-12250
23906,912.46,22.3,875.12,23914,42,9,22,8748,5226,-8588,236,54,-8588
23957,912.47,22.3,875.03,23965,26,-32,35,9108,5410,-7634,236,54,-7634
24008,912.46,22.3,875.12,24016,-32,-50,22,11052,4757,-8890,111,136,-8890
24064,912.45,22.3,875.21,24070,-12,-30,24,10896,2232,-12169,111,136,-12169
24115,912.43,22.3,875.39,24123,27,-31,20,12349,2640,-10468,111,136,-10468
24166,912.43,22.3,875.39,24174,13,-93,41,11568,1620,-10688,132,537,-10688
24217,912.42,22.3,875.48,24225,0,-115,-4,10448,141,-11669,132,537,-11669
24268,912.43,22.3,875.39,24279,2,-105,11,10124,-1308,-12203,132,537,-12203
24324,912.43,22.3,875.39,24332,-25,-59,0,11583,-1335,-11586,218,1229,-11586
24375,912.43,22.3,875.39,24383,5,-21,11,12054,-2566,-10822,218,1229,-10822
24426,912.4,22.3,875.67,24434,-20,4,-6,12190,-2962,-10548,218,1229,-10548
24477,912.43,22.3,875.39,24485,3,11,-28,11231,-2403,-10913,218,1229,-10913
24528,912.38,22.3,875.85,24539,23,45,2,11946,-1066,-11265,211,1279,-11265
24584,912.37,22.3,875.94,24590,-11,65,25,11008,-1663,-11783,211,1279,-11783
24635,912.38,22.3,875.85,24643,-8,67,-5,10516,-1360,-10036,211,1279,-10036
24686,912.43,22.3,875.39,24694,-6,-12,8,11545,-460,-11092,255,907,-11092
24737,912.47,22.3,875.03,24745,-16,-31,19,12509,-1015,-11501,255,907,-11501
24793,912.37,22.3,875.94,24801,0,57,28,10971,-1369,-12133,255,907,-12133
24844,912.47,22.3,875.03,24852,-10,-23,7,10703,-1023,-12335,346,869,-12335
24895,912.45,22.3,875.21,24903,-13,0,0,11109,-413,-10464,346,869,-10464
24946,912.39,22.3,875.76,24954,42,-33,158,11742,-1976,-12773,346,869,-12773
24997,912.36,22.3,876.03,25006,54,18,115,10002,-2361,-11807,410,1095,-11807
25053,912.4,22.3,875.67,25061,2,-37,44,9582,-3693,-9063,410,1095,-9063
25104,912.42,22.3,875.48,25112,-64,-32,16,9494,-4679,-13293,410,1095,-13293
25155,912.41,22.3,875.58,25163,-22,12,10,10720,-6502,-10909,653,1235,-10909
25206,912.45,22.3,875.21,25214,42,8,2,9811,-5730,-10406,653,1235,-10406
25257,912.43,22.3,875.39,25266,-22,0,-10,9078,-5481,-11800,653,1235,-11800
25313,912.43,22.3,875.39,25321,21,-58,-18,11053,-5910,-12299,633,1208,-12299
25364,912.48,22.4,874.94,25372,-16,-50,-36,10761,-5611,-11681,633,1208,-11681
25415,912.47,22.3,875.03,25423,-25,-37,20,8873,-5983,-13302,633,1208,-13302
25466,912.45,22.4,875.21,25475,-21,16,23,8637,-5710,-11719,729,1431,-11719
25518,912.47,22.4,875.03,25530,2,37,5,8978,-5295,-10126,729,1431,-10126
25573,912.45,22.4,875.21,25581,-58,40,1,9272,-4805,-13049,729,1431,-13049
25624,912.41,22.4,875.58,25632,-39,34,6,9078,-5132,-13157,953,1182,-13157
25675,912.42,22.4,875.48,25683,5,0,24,8250,-4874,-13050,953,1182,-13050
25726,912.39,22.4,875.76,25735,-20,-29,34,7882,-4775,-11983,953,1182,-11983
25778,912.41,22.4,875.58,25790,19,-42,9,8142,-5301,-12573,1136,1270,-12573
25833,912.4,22.4,875.67,25841,24,-17,-2,7319,-7127,-11031,1136,1270,-11031
25884,912.41,22.4,875.58,25892,14,13,-8,6896,-6278,-11672,1136,1270,-11672
25935,912.43,22.4,875.39,25944,9,8,-1,8453,-6648,-12643,1136,1270,-12643
25987,912.42,22.4,875.48,25995,-24,10,19,8118,-5551,-11711,1021,1291,-11711
26042,912.42,22.4,875.48,26050,-23,2,10,8244,-6465,-12140,1021,1291,-12140
26093,912.48,22.4,874.94,26101,-24,2,7,7550,-6636,-13748,1021,1291,-13748
26144,912.38,22.4,875.85,26152,19,-1,5,6837,-5239,-11702,1244,1266,-11702
26195,912.42,22.4,875.48,26204,12,-21,4,6962,-5675,-12385,1244,1266,-12385
26247,912.44,22.4,875.3,26255,30,-29,10,8495,-6932,-12524,1244,1266,-12524
26302,912.44,22.4,875.3,26308,0,-13,10,6269,-6488,-11678,1174,1451,-11678
26353,912.41,22.4,875.58,26361,-2,-10,2,6728,-6871,-13122,1174,1451,-13122
26404,912.43,22.4,875.39,26413,-46,-11,5,7485,-7701,-11368,1174,1451,-11368
26456,912.38,22.4,875.85,26464,-11,5,0,6781,-7504,-11642,1292,1545,-11642
26507,912.43,22.4,875.39,26515,-9,3,0,6748,-7478,-12044,1292,1545,-12044
26562,912.39,22.4,875.76,26568,8,-14,3,6923,-7633,-11772,1292,1545,-11772
26613,912.42,22.4,875.48,26619,-16,4,7,6138,-7880,-12530,1381,1570,-12530
26664,912.37,22.4,875.94,26671,-29,15,7,7041,-7406,-12103,1381,1570,-12103
26716,912.37,22.4,875.94,26722,-21,27,9,6916,-7205,-12960,1381,1570,-12960
26767,912.45,22.4,875.21,26775,-29,16,4,5222,-6873,-12747,1575,1433,-12747
26822,912.42,22.4,875.48,26828,-23,29,0,5154,-6758,-14396,1575,1433,-14396
26873,912.44,22.4,875.3,26880,-17,5,11,5086,-6544,-14173,1575,1433,-14173
26925,912.42,22.4,875.48,26931,-21,17,11,5176,-5718,-13124,1753,1262,-13124
26976,912.38,22.4,875.85,26984,-9,8,-1,4072,-6458,-13483,1753,1262,-13483
27027,912.4,22.4,875.67,27035,-57,30,-3,3314,-5121,-11881,1753,1262,-11881
27082,912.44,22.4,875.3,27088,-24,17,-6,3787,-5331,-14785,1932,1150,-14785
27133,912.43,22.4,875.39,27140,-21,11,-4,3554,-5069,-14083,1932,1150,-14083
27185,912.39,22.4,875.76,27193,-12,15,0,4009,-4721,-15436,1932,1150,-15436
27236,912.39,22.4,875.76,27244,0,-1,-7,2984,-4866,-15009,1971,1087,-15009
27287,912.41,22.4,875.58,27297,-2,10,-15,2557,-4775,-13819,1971,1087,-13819
27342,912.46,22.5,875.12,27348,-11,14,-9,3881,-4325,-15507,1971,1087,-15507
27394,912.45,22.4,875.21,27402,6,3,-11,2911,-3979,-16190,1934,1079,-16190
27445,912.45,22.5,875.21,27453,-2,-3,-6,2934,-4892,-15138,1934,1079,-15138
27496,912.37,22.4,875.94,27504,9,11,1,3773,-4272,-14063,1934,1079,-14063
27551,912.41,22.4,875.58,27557,0,-2,-7,2165,-4390,-14934,1934,1079,-14934
27602,912.44,22.5,875.3,27609,-11,-10,0,4241,-4365,-15715,1888,1080,-15715
27654,912.38,22.5,875.85,27662,6,-20,-9,3354,-4819,-16112,1888,1080,-16112
27705,912.46,22.5,875.12,27713,24,-32,7,3053,-4769,-13751,1888,1080,-13751
27756,912.49,22.5,874.85,27764,9,-29,-3,3194,-5430,-14016,1859,1218,-14016
27811,912.4,22.5,875.67,27817,0,-22,0,3977,-5736,-15364,1859,1218,-15364
27863,912.48,22.5,874.94,27869,6,-12,-5,3499,-5768,-12905,1859,1218,-12905
27914,912.55,22.5,874.3,27920,-22,0,3,2993,-5612,-13827,1871,1341,-13827
27965,912.46,22.5,875.12,27971,-4,-3,4,3772,-6425,-14553,1871,1341,-14553
28016,912.45,22.5,875.21,28024,18,0,6,3074,-6335,-13153,1871,1341,-13153
28071,912.42,22.5,875.48,28080,-7,7,5,3560,-5420,-14312,1916,1331,-14312
28123,912.43,22.5,875.39,28131,-70,22,2,2947,-6740,-12803,1916,1331,-12803
28174,912.45,22.5,875.21,28182,-23,14,11,2060,-5757,-13301,1916,1331,-13301
28225,912.38,22.5,875.85,28233,22,-3,9,3003,-5718,-13450,2040,1269,-13450
28276,912.42,22.5,875.48,28284,-11,-17,8,2340,-5607,-15482,2040,1269,-15482
28332,912.44,22.5,875.3,28340,1,-6,-2,2184,-6647,-15343,2040,1269,-15343
28383,912.48,22.5,874.94,28391,12,-24,-3,2011,-6255,-14084,2020,1329,-14084
28434,912.5,22.5,874.76,28442,21,-24,-7,2693,-6231,-14423,2020,1329,-14423
28485,912.48,22.5,874.94,28493,0,-15,-1,3204,-6354,-13681,2020,1329,-13681
28536,912.47,22.5,875.03,28545,4,-2,7,2514,-6797,-13569,1979,1421,-13569
28592,912.5,22.5,874.76,28600,0,4,3,2923,-6847,-14445,1979,1421,-14445
28643,912.47,22.5,875.03,28651,15,-9,1,2526,-6916,-14604,1979,1421,-14604
28694,912.43,22.5,875.39,28702,8,-15,4,2678,-7235,-13763,1947,1441,-13763
28745,912.51,22.5,874.67,28753,4,-6,-1,3009,-6870,-12925,1947,1441,-12925
28796,912.46,22.5,875.12,28809,-5,-7,0,3141,-6966,-13126,1947,1441,-13126
28852,912.54,22.5,874.4,28860,5,-13,4,3046,-7510,-14028,1954,1498,-14028
28903,912.47,22.5,875.03,28911,7,-16,0,2982,-7768,-13459,1954,1498,-13459
28954,912.51,22.5,874.67,28962,-6,-8,8,3150,-8116,-12884,1954,1498,-12884
29005,912.51,22.5,874.67,29014,-6,8,6,2561,-8581,-13860,1954,1498,-13860
29057,912.51,22.5,874.67,29067,25,15,19,2530,-8976,-12529,1965,1508,-12529
29112,912.5,22.5,874.76,29118,18,41,33,2614,-7599,-13268,1965,1508,-13268
29163,912.48,22.5,874.94,29169,39,77,31,4468,-6144,-13758,1965,1508,-13758
29214,912.47,22.5,875.03,29222,44,31,3,1637,-5439,-15098,1909,1225,-15098
29265,912.54,22.5,874.4,29274,11,11,-15,4159,-5972,-12674,1909,1225,-12674
29321,912.41,22.5,875.58,29327,14,25,9,4429,-6155,-13673,1909,1225,-13673
29372,912.45,22.5,875.21,29378,9,10,11,4969,-5927,-14582,1773,1111,-14582
29423,912.46,22.5,875.12,29429,98,6,10,3570,-5394,-13914,1773,1111,-13914
29474,912.42,22.5,875.48,29480,34,-4,0,7022,-4974,-13867,1773,1111,-13867
29526,912.46,22.5,875.12,29532,24,-3,3,5873,-5546,-12794,1530,1051,-12794
29579,912.49,22.5,874.85,29587,19,-18,2,5972,-5373,-12906,1530,1051,-12906
29630,912.52,22.6,874.58,29638,23,-14,-1,6287,-5715,-12956,1530,1051,-12956
29683,912.46,22.6,875.12,29689,17,-4,-6,6842,-6250,-12576,1389,1153,-12576
29734,912.46,22.6,875.12,29741,-19,0,-4,7303,-6381,-13805,1389,1153,-13805
29786,912.48,22.6,874.94,29792,8,0,-6,6517,-6159,-12000,1389,1153,-12000
29839,912.49,22.6,874.85,29847,-29,17,1,7191,-6437,-14405,1410,1142,-14405
29890,912.44,22.6,875.3,29898,-30,-17,17,8119,-5787,-13443,1410,1142,-13443
29943,912.43,22.6,875.39,29949,-21,8,20,6565,-5966,-13580,1410,1142,-13580
29995,912.51,22.6,874.67,30001,10,26,37,4792,-5317,-12308,1633,1021,-12308
30046,912.44,22.6,875.3,30054,-6,22,22,3992,-5721,-14651,1633,1021,-14651
30101,912.49,22.6,874.85,30107,20,3,22,3495,-4649,-13658,1633,1021,-13658
30152,912.46,22.6,875.12,30158,-60,39,-6,3742,-5033,-16429,1677,907,-16429
30203,912.42,22.6,875.48,30210,36,-13,-19,7253,-5582,-16645,1677,907,-16645
30255,912.49,22.6,874.85,30263,0,18,14,6356,-5194,-13651,1677,907,-13651
30306,912.49,22.6,874.85,30314,-15,-17,1,4652,-4889,-12965,1677,907,-12965
30361,912.46,22.6,875.12,30367,-1,17,8,5022,-3765,-13613,1697,860,-13613
30412,912.47,22.6,875.03,30418,27,-38,-32,12872,-5397,-10126,1697,860,-10126
30464,912.44,22.6,875.3,30470,38,3,-18,4864,-5917,-13174,1697,860,-13174
30515,912.45,22.6,875.21,30523,27,20,-26,4872,-4477,-12428,1546,948,-12428
30566,912.47,22.6,875.03,30576,-40,54,-33,5765,-4027,-15207,1546,948,-15207
30621,912.44,22.6,875.3,30627,-27,6,-27,7251,-4049,-14214,1546,948,-14214
30672,912.46,22.6,875.12,30679,11,-25,-13,5983,-3253,-16073,1550,767,-16073
30724,912.44,22.6,875.3,30732,-3,-36,-18,6219,-5022,-13322,1550,767,-13322
30775,912.44,22.6,875.3,30783,12,4,-22,7243,-3679,-13594,1550,767,-13594
30830,912.47,22.6,875.03,30836,-13,-4,6,6784,-3962,-13654,1494,882,-13654
30881,912.48,22.6,874.94,30889,-8,2,11,5262,-2413,-13472,1494,882,-13472
30932,912.48,22.6,874.94,30941,-16,4,-6,5793,-3928,-13380,1494,882,-13380
30984,912.46,22.6,875.12,30992,-13,23,0,5388,-4047,-13961,1585,917,-13961
31035,912.44,22.6,875.3,31043,-8,24,0,5458,-3227,-15958,1585,917,-15958
31090,912.47,22.6,875.03,31096,12,4,-6,4623,-3424,-14179,1585,917,-14179
31141,912.42,22.6,875.48,31148,14,10,1,5733,-3239,-14520,1627,819,-14520
31193,912.49,22.6,874.85,31199,8,1,0,5736,-2662,-14294,1627,819,-14294
31244,912.45,22.6,875.21,31250,4,8,0,6372,-2818,-15080,1627,819,-15080
31295,912.43,22.6,875.39,31301,-13,2,0,6261,-2989,-14060,1625,728,-14060
31348,912.43,22.6,875.39,31356,4,-6,12,5580,-2758,-14292,1625,728,-14292
31399,912.5,22.6,874.76,31408,-2,0,3,5561,-2732,-15025,1625,728,-15025
31451,912.4,22.6,875.67,31459,-1,0,2,4848,-2707,-14055,1636,712,-14055
31502,912.45,22.6,875.21,31510,-11,7,1,5372,-3381,-15384,1636,712,-15384
31553,912.48,22.6,874.94,31561,-24,13,5,5289,-2697,-15820,1636,712,-15820
31608,912.43,22.6,875.39,31617,-33,11,20,5477,-2494,-15716,1754,610,-15716
31660,912.4,22.6,875.67,31668,-20,-10,41,4225,-2263,-16672,1754,610,-16672
31711,912.42,22.6,875.48,31719,24,-10,38,2897,-3264,-13483,1754,610,-13483
31762,912.47,22.6,875.03,31770,20,-6,36,2510,-3383,-13266,1754,610,-13266
31813,912.48,22.6,874.94,31821,9,12,13,3676,-2965,-16447,1852,583,-16447
31868,912.46,22.6,875.12,31877,54,25,17,4099,-2539,-15614,1852,583,-15614
31920,912.43,22.6,875.39,31928,15,7,4,4488,-2573,-15089,1852,583,-15089
31971,912.43,22.7,875.39,31979,14,2,24,7314,-3636,-14550,1635,451,-14550
32022,912.44,22.7,875.3,32030,96,-37,18,2872,-2678,-14550,1635,451,-14550
32073,912.46,22.7,875.12,32086,-6,19,-2,5189,-3221,-11670,1635,451,-11670
32129,912.47,22.7,875.03,32137,49,-8,-8,6567,-3310,-13151,1454,414,-13151
32180,912.45,22.7,875.21,32188,-31,34,0,10233,-3835,-13535,1454,414,-13535
32231,912.45,22.7,875.21,32239,0,5,0,6447,-3002,-13256,1454,414,-13256
32282,912.5,22.7,874.76,32290,-13,0,-11,6352,-2736,-14019,1415,352,-14019
32333,912.45,22.7,875.21,32354,-4,6,7,6096,-2372,-14339,1415,352,-14339
32399,912.48,22.7,874.94,32405,-12,0,-10,5804,-2214,-14531,1415,352,-14531
32450,912.44,22.7,875.3,32458,-36,0,-8,4384,-2179,-13161,1504,299,-13161
32501,912.47,22.7,875.03,32509,17,-9,-4,5766,-2479,-12699,1504,299,-12699
32552,912.42,22.7,875.48,32561,-24,12,-12,5667,-1786,-14921,1504,299,-14921
32608,912.45,22.7,875.21,32616,9,-1,-7,6696,-2307,-14520,1566,295,-14520
32659,912.45,22.7,875.21,32667,-2,-6,-12,5954,-2040,-14790,1566,295,-14790
32710,912.42,22.7,875.48,32718,11,-14,-4,6110,-2219,-14535,1566,295,-14535
32761,912.43,22.7,875.39,32770,3,-22,-14,5995,-2532,-13965,1555,378,-13965
32813,912.44,22.7,875.3,32821,22,-39,-6,5937,-2713,-15854,1555,378,-15854
